column_name,national_position,dtype,source_table,domain,attribution_method,n_null,pct_null,n_distinct,min,max,mean,sentinel_note,role,allowed_for_scoring,scoring_reason,allowed_for_bias,bias_reason,candidate_hypotheses,candidate_hypotheses_reason,present_in_regions,missing_from_regions,present_in_all_four_regions,region_only,profile_scope,vintage_status,vintage_note
mtbs_years_since_wildfire,130,double,national-mtbs-tract-table,wildfire,unambiguous,80563,0.9434048433181882,40,0.0,39.0,11.325677632940202,,measurement,False,"national-strata-tract-table lives entirely under strata/ (the Bias API stratification datasets), never under reference/ (the map data actually scored). The challenge's own rule — the scored coverage-gap computation must use only the datasets provided for the challenge — means no column from this table may influence the submitted coverage-gap number, regardless of its role.",True,a substantive per-tract measurement with real variance nationally,Measurement Eligibility Bias; Source Provenance x Vulnerability; Component Dominance,wildfire-domain measurement — generic vulnerability/hazard covariate raw material,eastern-ok;maricopa-az;northern-ca;south-central-tx,,True,False,"national (85,396 tracts)",confirmed_with_clarification,"Coverage window (1984-2023) and size-threshold convention confirmed; the live file is one MTBS release behind the current v12.0 (April 2025) — expected for any snapshot, not an error."
mtbs_prescribed_burned_pct_land,131,double,national-mtbs-tract-table,wildfire,unambiguous,362,0.0042390744297156,1461,0.0,285.8857801281887,0.1806154196772707,,measurement,False,"national-strata-tract-table lives entirely under strata/ (the Bias API stratification datasets), never under reference/ (the map data actually scored). The challenge's own rule — the scored coverage-gap computation must use only the datasets provided for the challenge — means no column from this table may influence the submitted coverage-gap number, regardless of its role.",True,a substantive per-tract measurement with real variance nationally,Measurement Eligibility Bias; Source Provenance x Vulnerability; Component Dominance,wildfire-domain measurement — generic vulnerability/hazard covariate raw material,eastern-ok;maricopa-az;northern-ca;south-central-tx,,True,False,"national (85,396 tracts)",confirmed_with_clarification,"Coverage window (1984-2023) and size-threshold convention confirmed; the live file is one MTBS release behind the current v12.0 (April 2025) — expected for any snapshot, not an error."
mtbs_year_min,132,int64,national-mtbs-tract-table,wildfire,unambiguous,0,0.0,1,1984.0,1984.0,1984.0,,vintage_metadata,False,"national-strata-tract-table lives entirely under strata/ (the Bias API stratification datasets), never under reference/ (the map data actually scored). The challenge's own rule — the scored coverage-gap computation must use only the datasets provided for the challenge — means no column from this table may influence the submitted coverage-gap number, regardless of its role.",False,"constant across all tracts nationally (n_distinct=1) — carries no discriminative signal for any bias analysis, regardless of role",,"allowed_for_bias=False (Step 5) — not usable for any bias-discovery hypothesis, regardless of role or domain",eastern-ok;maricopa-az;northern-ca;south-central-tx,,True,False,"national (85,396 tracts)",confirmed_with_clarification,"Coverage window (1984-2023) and size-threshold convention confirmed; the live file is one MTBS release behind the current v12.0 (April 2025) — expected for any snapshot, not an error."
mtbs_year_max,133,int64,national-mtbs-tract-table,wildfire,unambiguous,0,0.0,1,2023.0,2023.0,2023.0,,vintage_metadata,False,"national-strata-tract-table lives entirely under strata/ (the Bias API stratification datasets), never under reference/ (the map data actually scored). The challenge's own rule — the scored coverage-gap computation must use only the datasets provided for the challenge — means no column from this table may influence the submitted coverage-gap number, regardless of its role.",False,"constant across all tracts nationally (n_distinct=1) — carries no discriminative signal for any bias analysis, regardless of role",,"allowed_for_bias=False (Step 5) — not usable for any bias-discovery hypothesis, regardless of role or domain",eastern-ok;maricopa-az;northern-ca;south-central-tx,,True,False,"national (85,396 tracts)",confirmed_with_clarification,"Coverage window (1984-2023) and size-threshold convention confirmed; the live file is one MTBS release behind the current v12.0 (April 2025) — expected for any snapshot, not an error."
mtbs_size_threshold,134,string,national-mtbs-tract-table,wildfire,unambiguous,0,0.0,1,,,,,vintage_metadata,False,"national-strata-tract-table lives entirely under strata/ (the Bias API stratification datasets), never under reference/ (the map data actually scored). The challenge's own rule — the scored coverage-gap computation must use only the datasets provided for the challenge — means no column from this table may influence the submitted coverage-gap number, regardless of its role.",False,"constant across all tracts nationally (n_distinct=1) — carries no discriminative signal for any bias analysis, regardless of role",,"allowed_for_bias=False (Step 5) — not usable for any bias-discovery hypothesis, regardless of role or domain",eastern-ok;maricopa-az;northern-ca;south-central-tx,,True,False,"national (85,396 tracts)",confirmed_with_clarification,"Coverage window (1984-2023) and size-threshold convention confirmed; the live file is one MTBS release behind the current v12.0 (April 2025) — expected for any snapshot, not an error."
nifc_covered,135,bool,national-nifc-tract-table,wildfire,unambiguous,0,0.0,2,,,,,coverage_flag,False,"national-strata-tract-table lives entirely under strata/ (the Bias API stratification datasets), never under reference/ (the map data actually scored). The challenge's own rule — the scored coverage-gap computation must use only the datasets provided for the challenge — means no column from this table may influence the submitted coverage-gap number, regardless of its role.",True,"central to Measurement Eligibility Bias analysis (whether a hazard/vulnerability measurement exists for a tract at all, cross-tabulated against SVI/tribal/rurality/hazard exposure)",Measurement Eligibility Bias,a <source>_covered flag — whether this strata source has data for a tract at all is exactly what Measurement Eligibility Bias asks,eastern-ok;maricopa-az;northern-ca;south-central-tx,,True,False,"national (85,396 tracts)",confirmed,"nifc_year_min/max (1984-2025) is consistent with NIFC's continuously-updated, no-fixed-edition feature layer."
nifc_wildfire_burned_pct_land,136,double,national-nifc-tract-table,wildfire,unambiguous,362,0.0042390744297156,7809,0.0,474.3479138166172,1.1758697259669817,,measurement,False,"national-strata-tract-table lives entirely under strata/ (the Bias API stratification datasets), never under reference/ (the map data actually scored). The challenge's own rule — the scored coverage-gap computation must use only the datasets provided for the challenge — means no column from this table may influence the submitted coverage-gap number, regardless of its role.",True,a substantive per-tract measurement with real variance nationally,Measurement Eligibility Bias; Source Provenance x Vulnerability; Component Dominance,wildfire-domain measurement — generic vulnerability/hazard covariate raw material,eastern-ok;maricopa-az;northern-ca;south-central-tx,,True,False,"national (85,396 tracts)",confirmed,"nifc_year_min/max (1984-2025) is consistent with NIFC's continuously-updated, no-fixed-edition feature layer."
nifc_wildfire_burned_km2,137,double,national-nifc-tract-table,wildfire,unambiguous,0,0.0,7812,0.0,46338.25535494326,9.769830496068316,,measurement,False,"national-strata-tract-table lives entirely under strata/ (the Bias API stratification datasets), never under reference/ (the map data actually scored). The challenge's own rule — the scored coverage-gap computation must use only the datasets provided for the challenge — means no column from this table may influence the submitted coverage-gap number, regardless of its role.",True,a substantive per-tract measurement with real variance nationally,Measurement Eligibility Bias; Source Provenance x Vulnerability; Component Dominance,wildfire-domain measurement — generic vulnerability/hazard covariate raw material,eastern-ok;maricopa-az;northern-ca;south-central-tx,,True,False,"national (85,396 tracts)",confirmed,"nifc_year_min/max (1984-2025) is consistent with NIFC's continuously-updated, no-fixed-edition feature layer."
nifc_wildfire_fires,138,int32,national-nifc-tract-table,wildfire,unambiguous,0,0.0,219,0.0,1517.0,1.228219120333505,,measurement,False,"national-strata-tract-table lives entirely under strata/ (the Bias API stratification datasets), never under reference/ (the map data actually scored). The challenge's own rule — the scored coverage-gap computation must use only the datasets provided for the challenge — means no column from this table may influence the submitted coverage-gap number, regardless of its role.",True,a substantive per-tract measurement with real variance nationally,Measurement Eligibility Bias; Source Provenance x Vulnerability; Component Dominance,wildfire-domain measurement — generic vulnerability/hazard covariate raw material,eastern-ok;maricopa-az;northern-ca;south-central-tx,,True,False,"national (85,396 tracts)",confirmed,"nifc_year_min/max (1984-2025) is consistent with NIFC's continuously-updated, no-fixed-edition feature layer."
nifc_wildfire_last_year,139,double,national-nifc-tract-table,wildfire,unambiguous,77585,0.9085320155510797,42,1984.0,2025.0,2020.507489437972,,measurement,False,"national-strata-tract-table lives entirely under strata/ (the Bias API stratification datasets), never under reference/ (the map data actually scored). The challenge's own rule — the scored coverage-gap computation must use only the datasets provided for the challenge — means no column from this table may influence the submitted coverage-gap number, regardless of its role.",True,a substantive per-tract measurement with real variance nationally,Measurement Eligibility Bias; Source Provenance x Vulnerability; Component Dominance,wildfire-domain measurement — generic vulnerability/hazard covariate raw material,eastern-ok;maricopa-az;northern-ca;south-central-tx,,True,False,"national (85,396 tracts)",confirmed,"nifc_year_min/max (1984-2025) is consistent with NIFC's continuously-updated, no-fixed-edition feature layer."
nifc_wildfire_ever,140,bool,national-nifc-tract-table,wildfire,unambiguous,0,0.0,2,,,,,derived_ever_flag,False,"national-strata-tract-table lives entirely under strata/ (the Bias API stratification datasets), never under reference/ (the map data actually scored). The challenge's own rule — the scored coverage-gap computation must use only the datasets provided for the challenge — means no column from this table may influence the submitted coverage-gap number, regardless of its role.",True,"real per-tract signal, but MUST be interpreted jointly with its own _covered flag — Step 3 Finding 2 documented that this defaults to False for uncovered tracts rather than propagating unknown-ness, which risks misreading 'no data' as 'no history' if used alone",Measurement Eligibility Bias; Component Dominance,real per-tract hazard-history signal (paired with its own _covered flag) that feeds both the measurement-eligibility question and the component-dominance vulnerability crosstab,eastern-ok;maricopa-az;northern-ca;south-central-tx,,True,False,"national (85,396 tracts)",confirmed,"nifc_year_min/max (1984-2025) is consistent with NIFC's continuously-updated, no-fixed-edition feature layer."
nifc_years_since_wildfire,141,double,national-nifc-tract-table,wildfire,unambiguous,77585,0.9085320155510797,42,0.0,41.0,4.49251056202791,,measurement,False,"national-strata-tract-table lives entirely under strata/ (the Bias API stratification datasets), never under reference/ (the map data actually scored). The challenge's own rule — the scored coverage-gap computation must use only the datasets provided for the challenge — means no column from this table may influence the submitted coverage-gap number, regardless of its role.",True,a substantive per-tract measurement with real variance nationally,Measurement Eligibility Bias; Source Provenance x Vulnerability; Component Dominance,wildfire-domain measurement — generic vulnerability/hazard covariate raw material,eastern-ok;maricopa-az;northern-ca;south-central-tx,,True,False,"national (85,396 tracts)",confirmed,"nifc_year_min/max (1984-2025) is consistent with NIFC's continuously-updated, no-fixed-edition feature layer."
nifc_prescribed_burned_pct_land,142,double,national-nifc-tract-table,wildfire,unambiguous,362,0.0042390744297156,1209,0.0,87.22777214545793,0.0346426656238425,,measurement,False,"national-strata-tract-table lives entirely under strata/ (the Bias API stratification datasets), never under reference/ (the map data actually scored). The challenge's own rule — the scored coverage-gap computation must use only the datasets provided for the challenge — means no column from this table may influence the submitted coverage-gap number, regardless of its role.",True,a substantive per-tract measurement with real variance nationally,Measurement Eligibility Bias; Source Provenance x Vulnerability; Component Dominance,wildfire-domain measurement — generic vulnerability/hazard covariate raw material,eastern-ok;maricopa-az;northern-ca;south-central-tx,,True,False,"national (85,396 tracts)",confirmed,"nifc_year_min/max (1984-2025) is consistent with NIFC's continuously-updated, no-fixed-edition feature layer."
nifc_wildfire_fires_history,143,int32,national-nifc-tract-table,wildfire,unambiguous,0,0.0,187,0.0,1461.0,0.8094290130685278,,measurement,False,"national-strata-tract-table lives entirely under strata/ (the Bias API stratification datasets), never under reference/ (the map data actually scored). The challenge's own rule — the scored coverage-gap computation must use only the datasets provided for the challenge — means no column from this table may influence the submitted coverage-gap number, regardless of its role.",True,a substantive per-tract measurement with real variance nationally,Measurement Eligibility Bias; Source Provenance x Vulnerability; Component Dominance,wildfire-domain measurement — generic vulnerability/hazard covariate raw material,eastern-ok;maricopa-az;northern-ca;south-central-tx,,True,False,"national (85,396 tracts)",confirmed,"nifc_year_min/max (1984-2025) is consistent with NIFC's continuously-updated, no-fixed-edition feature layer."
nifc_wildfire_fires_wfigs,144,int32,national-nifc-tract-table,wildfire,unambiguous,0,0.0,98,0.0,294.0,0.4187901072649773,,measurement,False,"national-strata-tract-table lives entirely under strata/ (the Bias API stratification datasets), never under reference/ (the map data actually scored). The challenge's own rule — the scored coverage-gap computation must use only the datasets provided for the challenge — means no column from this table may influence the submitted coverage-gap number, regardless of its role.",True,a substantive per-tract measurement with real variance nationally,Measurement Eligibility Bias; Source Provenance x Vulnerability; Component Dominance,wildfire-domain measurement — generic vulnerability/hazard covariate raw material,eastern-ok;maricopa-az;northern-ca;south-central-tx,,True,False,"national (85,396 tracts)",confirmed,"nifc_year_min/max (1984-2025) is consistent with NIFC's continuously-updated, no-fixed-edition feature layer."
nifc_year_min,145,int64,national-nifc-tract-table,wildfire,unambiguous,0,0.0,1,1984.0,1984.0,1984.0,,vintage_metadata,False,"national-strata-tract-table lives entirely under strata/ (the Bias API stratification datasets), never under reference/ (the map data actually scored). The challenge's own rule — the scored coverage-gap computation must use only the datasets provided for the challenge — means no column from this table may influence the submitted coverage-gap number, regardless of its role.",False,"constant across all tracts nationally (n_distinct=1) — carries no discriminative signal for any bias analysis, regardless of role",,"allowed_for_bias=False (Step 5) — not usable for any bias-discovery hypothesis, regardless of role or domain",eastern-ok;maricopa-az;northern-ca;south-central-tx,,True,False,"national (85,396 tracts)",confirmed,"nifc_year_min/max (1984-2025) is consistent with NIFC's continuously-updated, no-fixed-edition feature layer."
nifc_year_max,146,int64,national-nifc-tract-table,wildfire,unambiguous,0,0.0,1,2025.0,2025.0,2025.0,,vintage_metadata,False,"national-strata-tract-table lives entirely under strata/ (the Bias API stratification datasets), never under reference/ (the map data actually scored). The challenge's own rule — the scored coverage-gap computation must use only the datasets provided for the challenge — means no column from this table may influence the submitted coverage-gap number, regardless of its role.",False,"constant across all tracts nationally (n_distinct=1) — carries no discriminative signal for any bias analysis, regardless of role",,"allowed_for_bias=False (Step 5) — not usable for any bias-discovery hypothesis, regardless of role or domain",eastern-ok;maricopa-az;northern-ca;south-central-tx,,True,False,"national (85,396 tracts)",confirmed,"nifc_year_min/max (1984-2025) is consistent with NIFC's continuously-updated, no-fixed-edition feature layer."
fod_covered,147,bool,national-fpa-fod-tract-table,wildfire,unambiguous,0,0.0,2,,,,,coverage_flag,False,"national-strata-tract-table lives entirely under strata/ (the Bias API stratification datasets), never under reference/ (the map data actually scored). The challenge's own rule — the scored coverage-gap computation must use only the datasets provided for the challenge — means no column from this table may influence the submitted coverage-gap number, regardless of its role.",True,"central to Measurement Eligibility Bias analysis (whether a hazard/vulnerability measurement exists for a tract at all, cross-tabulated against SVI/tribal/rurality/hazard exposure)",Measurement Eligibility Bias,a <source>_covered flag — whether this strata source has data for a tract at all is exactly what Measurement Eligibility Bias asks,eastern-ok;maricopa-az;northern-ca;south-central-tx,,True,False,"national (85,396 tracts)",confirmed,fod_year_min/max (1992-2020) matches USFS FPA-FOD 6th Edition (RDS-2013-0009.6) exactly.
fod_fires,148,int32,national-fpa-fod-tract-table,wildfire,unambiguous,0,0.0,901,0.0,10331.0,26.974846597030307,,measurement,False,"national-strata-tract-table lives entirely under strata/ (the Bias API stratification datasets), never under reference/ (the map data actually scored). The challenge's own rule — the scored coverage-gap computation must use only the datasets provided for the challenge — means no column from this table may influence the submitted coverage-gap number, regardless of its role.",True,a substantive per-tract measurement with real variance nationally,Measurement Eligibility Bias; Source Provenance x Vulnerability; Component Dominance,wildfire-domain measurement — generic vulnerability/hazard covariate raw material,eastern-ok;maricopa-az;northern-ca;south-central-tx,,True,False,"national (85,396 tracts)",confirmed,fod_year_min/max (1992-2020) matches USFS FPA-FOD 6th Edition (RDS-2013-0009.6) exactly.
fod_acres_ignited,149,double,national-fpa-fod-tract-table,wildfire,unambiguous,0,0.0,19939,0.0,8862266.35,2108.382925562468,,measurement,False,"national-strata-tract-table lives entirely under strata/ (the Bias API stratification datasets), never under reference/ (the map data actually scored). The challenge's own rule — the scored coverage-gap computation must use only the datasets provided for the challenge — means no column from this table may influence the submitted coverage-gap number, regardless of its role.",True,a substantive per-tract measurement with real variance nationally,Measurement Eligibility Bias; Source Provenance x Vulnerability; Component Dominance,wildfire-domain measurement — generic vulnerability/hazard covariate raw material,eastern-ok;maricopa-az;northern-ca;south-central-tx,,True,False,"national (85,396 tracts)",confirmed,fod_year_min/max (1992-2020) matches USFS FPA-FOD 6th Edition (RDS-2013-0009.6) exactly.
fod_ignition_density,150,double,national-fpa-fod-tract-table,wildfire,unambiguous,362,0.0042390744297156,49980,0.0,12115.625584261805,54.442419531495766,,measurement,False,"national-strata-tract-table lives entirely under strata/ (the Bias API stratification datasets), never under reference/ (the map data actually scored). The challenge's own rule — the scored coverage-gap computation must use only the datasets provided for the challenge — means no column from this table may influence the submitted coverage-gap number, regardless of its role.",True,a substantive per-tract measurement with real variance nationally,Measurement Eligibility Bias; Source Provenance x Vulnerability; Component Dominance,wildfire-domain measurement — generic vulnerability/hazard covariate raw material,eastern-ok;maricopa-az;northern-ca;south-central-tx,,True,False,"national (85,396 tracts)",confirmed,fod_year_min/max (1992-2020) matches USFS FPA-FOD 6th Edition (RDS-2013-0009.6) exactly.
fod_human_fires,151,int32,national-fpa-fod-tract-table,wildfire,unambiguous,0,0.0,684,0.0,10325.0,20.877839711461892,,measurement,False,"national-strata-tract-table lives entirely under strata/ (the Bias API stratification datasets), never under reference/ (the map data actually scored). The challenge's own rule — the scored coverage-gap computation must use only the datasets provided for the challenge — means no column from this table may influence the submitted coverage-gap number, regardless of its role.",True,a substantive per-tract measurement with real variance nationally,Measurement Eligibility Bias; Source Provenance x Vulnerability; Component Dominance,wildfire-domain measurement — generic vulnerability/hazard covariate raw material,eastern-ok;maricopa-az;northern-ca;south-central-tx,,True,False,"national (85,396 tracts)",confirmed,fod_year_min/max (1992-2020) matches USFS FPA-FOD 6th Edition (RDS-2013-0009.6) exactly.
fod_natural_fires,152,int32,national-fpa-fod-tract-table,wildfire,unambiguous,0,0.0,448,0.0,5627.0,3.832954705138414,,measurement,False,"national-strata-tract-table lives entirely under strata/ (the Bias API stratification datasets), never under reference/ (the map data actually scored). The challenge's own rule — the scored coverage-gap computation must use only the datasets provided for the challenge — means no column from this table may influence the submitted coverage-gap number, regardless of its role.",True,a substantive per-tract measurement with real variance nationally,Measurement Eligibility Bias; Source Provenance x Vulnerability; Component Dominance,wildfire-domain measurement — generic vulnerability/hazard covariate raw material,eastern-ok;maricopa-az;northern-ca;south-central-tx,,True,False,"national (85,396 tracts)",confirmed,fod_year_min/max (1992-2020) matches USFS FPA-FOD 6th Edition (RDS-2013-0009.6) exactly.
fod_large_fires,153,int32,national-fpa-fod-tract-table,wildfire,unambiguous,0,0.0,102,0.0,370.0,0.3708019110965385,,measurement,False,"national-strata-tract-table lives entirely under strata/ (the Bias API stratification datasets), never under reference/ (the map data actually scored). The challenge's own rule — the scored coverage-gap computation must use only the datasets provided for the challenge — means no column from this table may influence the submitted coverage-gap number, regardless of its role.",True,a substantive per-tract measurement with real variance nationally,Measurement Eligibility Bias; Source Provenance x Vulnerability; Component Dominance,wildfire-domain measurement — generic vulnerability/hazard covariate raw material,eastern-ok;maricopa-az;northern-ca;south-central-tx,,True,False,"national (85,396 tracts)",confirmed,fod_year_min/max (1992-2020) matches USFS FPA-FOD 6th Edition (RDS-2013-0009.6) exactly.
fod_human_share,154,double,national-fpa-fod-tract-table,wildfire,unambiguous,35362,0.4140943369712867,4551,0.0,1.0,0.8194758107560891,,measurement,False,"national-strata-tract-table lives entirely under strata/ (the Bias API stratification datasets), never under reference/ (the map data actually scored). The challenge's own rule — the scored coverage-gap computation must use only the datasets provided for the challenge — means no column from this table may influence the submitted coverage-gap number, regardless of its role.",True,a substantive per-tract measurement with real variance nationally,Measurement Eligibility Bias; Source Provenance x Vulnerability; Component Dominance,wildfire-domain measurement — generic vulnerability/hazard covariate raw material,eastern-ok;maricopa-az;northern-ca;south-central-tx,,True,False,"national (85,396 tracts)",confirmed,fod_year_min/max (1992-2020) matches USFS FPA-FOD 6th Edition (RDS-2013-0009.6) exactly.
fod_human_share_classified,155,double,national-fpa-fod-tract-table,wildfire,unambiguous,37682,0.4412618858026137,3366,0.0,1.0,0.9478016334291955,,measurement,False,"national-strata-tract-table lives entirely under strata/ (the Bias API stratification datasets), never under reference/ (the map data actually scored). The challenge's own rule — the scored coverage-gap computation must use only the datasets provided for the challenge — means no column from this table may influence the submitted coverage-gap number, regardless of its role.",True,a substantive per-tract measurement with real variance nationally,Measurement Eligibility Bias; Source Provenance x Vulnerability; Component Dominance,wildfire-domain measurement — generic vulnerability/hazard covariate raw material,eastern-ok;maricopa-az;northern-ca;south-central-tx,,True,False,"national (85,396 tracts)",confirmed,fod_year_min/max (1992-2020) matches USFS FPA-FOD 6th Edition (RDS-2013-0009.6) exactly.
fod_cause_unknown_share,156,double,national-fpa-fod-tract-table,wildfire,unambiguous,35362,0.4140943369712867,3422,0.0,1.0,0.1334603193271878,,measurement,False,"national-strata-tract-table lives entirely under strata/ (the Bias API stratification datasets), never under reference/ (the map data actually scored). The challenge's own rule — the scored coverage-gap computation must use only the datasets provided for the challenge — means no column from this table may influence the submitted coverage-gap number, regardless of its role.",True,a substantive per-tract measurement with real variance nationally,Measurement Eligibility Bias; Source Provenance x Vulnerability; Component Dominance,wildfire-domain measurement — generic vulnerability/hazard covariate raw material,eastern-ok;maricopa-az;northern-ca;south-central-tx,,True,False,"national (85,396 tracts)",confirmed,fod_year_min/max (1992-2020) matches USFS FPA-FOD 6th Edition (RDS-2013-0009.6) exactly.
fod_last_fire_year,157,double,national-fpa-fod-tract-table,wildfire,unambiguous,35362,0.4140943369712867,29,1992.0,2020.0,2015.7680177479317,,measurement,False,"national-strata-tract-table lives entirely under strata/ (the Bias API stratification datasets), never under reference/ (the map data actually scored). The challenge's own rule — the scored coverage-gap computation must use only the datasets provided for the challenge — means no column from this table may influence the submitted coverage-gap number, regardless of its role.",True,a substantive per-tract measurement with real variance nationally,Measurement Eligibility Bias; Source Provenance x Vulnerability; Component Dominance,wildfire-domain measurement — generic vulnerability/hazard covariate raw material,eastern-ok;maricopa-az;northern-ca;south-central-tx,,True,False,"national (85,396 tracts)",confirmed,fod_year_min/max (1992-2020) matches USFS FPA-FOD 6th Edition (RDS-2013-0009.6) exactly.
fod_largest_fire_acres,158,double,national-fpa-fod-tract-table,wildfire,unambiguous,35362,0.4140943369712867,4926,0.0001,662700.0,1277.0562456892912,,measurement,False,"national-strata-tract-table lives entirely under strata/ (the Bias API stratification datasets), never under reference/ (the map data actually scored). The challenge's own rule — the scored coverage-gap computation must use only the datasets provided for the challenge — means no column from this table may influence the submitted coverage-gap number, regardless of its role.",True,a substantive per-tract measurement with real variance nationally,Measurement Eligibility Bias; Source Provenance x Vulnerability; Component Dominance,wildfire-domain measurement — generic vulnerability/hazard covariate raw material,eastern-ok;maricopa-az;northern-ca;south-central-tx,,True,False,"national (85,396 tracts)",confirmed,fod_year_min/max (1992-2020) matches USFS FPA-FOD 6th Edition (RDS-2013-0009.6) exactly.
fod_ever,159,bool,national-fpa-fod-tract-table,wildfire,unambiguous,0,0.0,2,,,,,derived_ever_flag,False,"national-strata-tract-table lives entirely under strata/ (the Bias API stratification datasets), never under reference/ (the map data actually scored). The challenge's own rule — the scored coverage-gap computation must use only the datasets provided for the challenge — means no column from this table may influence the submitted coverage-gap number, regardless of its role.",True,"real per-tract signal, but MUST be interpreted jointly with its own _covered flag — Step 3 Finding 2 documented that this defaults to False for uncovered tracts rather than propagating unknown-ness, which risks misreading 'no data' as 'no history' if used alone",Measurement Eligibility Bias; Component Dominance,real per-tract hazard-history signal (paired with its own _covered flag) that feeds both the measurement-eligibility question and the component-dominance vulnerability crosstab,eastern-ok;maricopa-az;northern-ca;south-central-tx,,True,False,"national (85,396 tracts)",confirmed,fod_year_min/max (1992-2020) matches USFS FPA-FOD 6th Edition (RDS-2013-0009.6) exactly.
fod_year_min,160,int64,national-fpa-fod-tract-table,wildfire,unambiguous,0,0.0,1,1992.0,1992.0,1992.0,,vintage_metadata,False,"national-strata-tract-table lives entirely under strata/ (the Bias API stratification datasets), never under reference/ (the map data actually scored). The challenge's own rule — the scored coverage-gap computation must use only the datasets provided for the challenge — means no column from this table may influence the submitted coverage-gap number, regardless of its role.",False,"constant across all tracts nationally (n_distinct=1) — carries no discriminative signal for any bias analysis, regardless of role",,"allowed_for_bias=False (Step 5) — not usable for any bias-discovery hypothesis, regardless of role or domain",eastern-ok;maricopa-az;northern-ca;south-central-tx,,True,False,"national (85,396 tracts)",confirmed,fod_year_min/max (1992-2020) matches USFS FPA-FOD 6th Edition (RDS-2013-0009.6) exactly.
fod_year_max,161,int64,national-fpa-fod-tract-table,wildfire,unambiguous,0,0.0,1,2020.0,2020.0,2020.0,,vintage_metadata,False,"national-strata-tract-table lives entirely under strata/ (the Bias API stratification datasets), never under reference/ (the map data actually scored). The challenge's own rule — the scored coverage-gap computation must use only the datasets provided for the challenge — means no column from this table may influence the submitted coverage-gap number, regardless of its role.",False,"constant across all tracts nationally (n_distinct=1) — carries no discriminative signal for any bias analysis, regardless of role",,"allowed_for_bias=False (Step 5) — not usable for any bias-discovery hypothesis, regardless of role or domain",eastern-ok;maricopa-az;northern-ca;south-central-tx,,True,False,"national (85,396 tracts)",confirmed,fod_year_min/max (1992-2020) matches USFS FPA-FOD 6th Edition (RDS-2013-0009.6) exactly.
fod_edition,162,string,national-fpa-fod-tract-table,wildfire,unambiguous,0,0.0,1,,,,,vintage_metadata,False,"national-strata-tract-table lives entirely under strata/ (the Bias API stratification datasets), never under reference/ (the map data actually scored). The challenge's own rule — the scored coverage-gap computation must use only the datasets provided for the challenge — means no column from this table may influence the submitted coverage-gap number, regardless of its role.",False,"constant across all tracts nationally (n_distinct=1) — carries no discriminative signal for any bias analysis, regardless of role",,"allowed_for_bias=False (Step 5) — not usable for any bias-discovery hypothesis, regardless of role or domain",eastern-ok;maricopa-az;northern-ca;south-central-tx,,True,False,"national (85,396 tracts)",confirmed,fod_year_min/max (1992-2020) matches USFS FPA-FOD 6th Edition (RDS-2013-0009.6) exactly.
ghcn_covered,163,bool,national-noaa-ghcn-tract-table,heat,unambiguous,0,0.0,1,,,,,coverage_flag,False,"national-strata-tract-table lives entirely under strata/ (the Bias API stratification datasets), never under reference/ (the map data actually scored). The challenge's own rule — the scored coverage-gap computation must use only the datasets provided for the challenge — means no column from this table may influence the submitted coverage-gap number, regardless of its role.",False,"constant across all tracts nationally (n_distinct=1) — carries no discriminative signal for any bias analysis, regardless of role",,"allowed_for_bias=False (Step 5) — not usable for any bias-discovery hypothesis, regardless of role or domain",eastern-ok;maricopa-az;northern-ca;south-central-tx,,True,False,"national (85,396 tracts)",unresolved,"ghcn_year_min/max (2015-2023) matches no documented NOAA-native derived product; most likely this project's own upstream window choice, not a GHCN limitation."
ghcn_stations_in_tract,164,int32,national-noaa-ghcn-tract-table,heat,unambiguous,0,0.0,32,0.0,37.0,0.5667478570424844,,measurement,False,"national-strata-tract-table lives entirely under strata/ (the Bias API stratification datasets), never under reference/ (the map data actually scored). The challenge's own rule — the scored coverage-gap computation must use only the datasets provided for the challenge — means no column from this table may influence the submitted coverage-gap number, regardless of its role.",True,a substantive per-tract measurement with real variance nationally,Measurement Eligibility Bias; Source Provenance x Vulnerability; Component Dominance,heat-domain measurement — generic vulnerability/hazard covariate raw material,eastern-ok;maricopa-az;northern-ca;south-central-tx,,True,False,"national (85,396 tracts)",unresolved,"ghcn_year_min/max (2015-2023) matches no documented NOAA-native derived product; most likely this project's own upstream window choice, not a GHCN limitation."
ghcn_temp_stations_in_tract,165,int32,national-noaa-ghcn-tract-table,heat,unambiguous,0,0.0,22,0.0,29.0,0.1054381938264087,,measurement,False,"national-strata-tract-table lives entirely under strata/ (the Bias API stratification datasets), never under reference/ (the map data actually scored). The challenge's own rule — the scored coverage-gap computation must use only the datasets provided for the challenge — means no column from this table may influence the submitted coverage-gap number, regardless of its role.",True,a substantive per-tract measurement with real variance nationally,Measurement Eligibility Bias; Source Provenance x Vulnerability; Component Dominance,heat-domain measurement — generic vulnerability/hazard covariate raw material,eastern-ok;maricopa-az;northern-ca;south-central-tx,,True,False,"national (85,396 tracts)",unresolved,"ghcn_year_min/max (2015-2023) matches no documented NOAA-native derived product; most likely this project's own upstream window choice, not a GHCN limitation."
